batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,2.5098612308502197,0.875,0.06987544894218445,0.03680022805929184,0.928745687007904,0.9981387853622437,0.42500001192092896,0.6299021802842617
