unit_type,unit_id,baseline_mse,mse_without_unit,delta_mse,baseline_mae,mae_without_unit,delta_mae,delta_mse_ratio_pct,delta_mae_ratio_pct
query,0,0.6473152037649728,0.6365714701576541,-0.010743733607318617,0.5786994695663452,0.5721743106842041,-0.006525158882141113,-1.6597375660002964,-1.1275557046960512
query,1,0.6473152037649728,0.6581654335967938,0.010850229831821046,0.5786994695663452,0.5724500417709351,-0.006249427795410156,1.6761895547506014,-1.0799090242977472
query,2,0.6473152037649728,0.6357149240188731,-0.011600279746099673,0.5786994695663452,0.5716452598571777,-0.0070542097091674805,-1.7920604488553777,-1.2189763564935752
query,3,0.6473152037649728,0.6489002249326221,0.0015850211676493586,0.5786994695663452,0.5684084296226501,-0.010291039943695068,0.2448607970939685,-1.7783047133958447
query,4,0.6473152037649728,0.6415056763840603,-0.005809527380912449,0.5786994695663452,0.5744509100914001,-0.004248559474945068,-0.8974804464845805,-0.7341564487917663
query,5,0.6473152037649728,0.6333784828216319,-0.013936720943340863,0.5786994695663452,0.5702796578407288,-0.008419811725616455,-2.1530038012827224,-1.4549541114882882
query,6,0.6473152037649728,0.6454888131065126,-0.0018263906584601308,0.5786994695663452,0.5775087475776672,-0.0011907219886779785,-0.2821485804500363,-0.20575826509228687
query,7,0.6473152037649728,0.677312777547583,0.029997573782610254,0.5786994695663452,0.586069643497467,0.007370173931121826,4.634152513047071,1.2735753735258728
query,8,0.6473152037649728,0.656879900612677,0.009564696847704224,0.5786994695663452,0.5744805335998535,-0.004218935966491699,1.4775949633305654,-0.7290374690775516
query,9,0.6473152037649728,0.650715082264387,0.003399878499414255,0.5786994695663452,0.5701589584350586,-0.008540511131286621,0.525227660286608,-1.4758111213902696
query,10,0.6473152037649728,0.6460628918357039,-0.00125231192926889,0.5786994695663452,0.5680308938026428,-0.010668575763702393,-0.19346246187098357,-1.8435433804176469
query,11,0.6473152037649728,0.6326395662428325,-0.014675637522140295,0.5786994695663452,0.5697545409202576,-0.008944928646087646,-2.26715477047079,-1.5456949792593773
query,12,0.6473152037649728,0.6666069698388802,0.01929176607390748,0.5786994695663452,0.5842465758323669,0.0055471062660217285,2.980273900829299,0.9585469760631564
query,13,0.6473152037649728,0.6592537075556454,0.011938503790672628,0.5786994695663452,0.584975004196167,0.006275534629821777,1.844310734744809,1.0844203182913608
query,14,0.6473152037649728,0.6596296824704142,0.012314478705441445,0.5786994695663452,0.5815837979316711,0.0028843283653259277,1.9023929352835944,0.49841558823050774
query,15,0.6473152037649728,0.6464130152317998,-0.0009021885331729207,0.5786994695663452,0.5677255392074585,-0.010973930358886719,-0.1393739136552843,-1.8963090405301657
