unit_type,unit_id,baseline_mse,mse_without_unit,delta_mse,baseline_mae,mae_without_unit,delta_mae,delta_mse_ratio_pct,delta_mae_ratio_pct
query,0,0.4890933646616154,0.5183904671022027,0.029297102440587308,0.5113429427146912,0.5307596921920776,0.019416749477386475,5.990083807588931,3.797206894907757
query,1,0.4890933646616154,0.4828537882888565,-0.006239576372758904,0.5113429427146912,0.5085910558700562,-0.0027518868446350098,-1.2757434108875763,-0.5381685391071198
query,2,0.4890933646616154,0.5046641401619614,0.015570775500345968,0.5113429427146912,0.5222625732421875,0.010919630527496338,3.1835998247734927,2.135480832007699
query,3,0.4890933646616154,0.48512460064254787,-0.003968764019067539,0.5113429427146912,0.5099412202835083,-0.0014017224311828613,-0.8114532532686007,-0.27412570196846664
query,4,0.4890933646616154,0.49270239011244743,0.0036090254508320263,0.5113429427146912,0.513173520565033,0.0018305778503417969,0.7379011271864157,0.35799415566847587
query,5,0.4890933646616154,0.5308142562867862,0.04172089162517084,0.5113429427146912,0.540756106376648,0.029413163661956787,8.530250999016495,5.752140335760564
query,6,0.4890933646616154,0.4828536950275474,-0.0062396696340680236,0.5113429427146912,0.5085909962654114,-0.002751946449279785,-1.2757624790892446,-0.5381801955982525
query,7,0.4890933646616154,0.5051057830143195,0.016012418352704116,0.5113429427146912,0.5228775143623352,0.011534571647644043,3.2738980958742885,2.2557408510240986
query,8,0.4890933646616154,0.4832390954945985,-0.005854269167016923,0.5113429427146912,0.5088925957679749,-0.0024503469467163086,-1.196963522714577,-0.47919835046662684
query,9,0.4890933646616154,0.5028623823618503,0.01376901770023492,0.5113429427146912,0.522034227848053,0.010691285133361816,2.815212533042881,2.0908248144782013
query,10,0.4890933646616154,0.50429480362847,0.015201438966854608,0.5113429427146912,0.5229672193527222,0.011624276638031006,3.1080852992908397,2.2732838701788607
query,11,0.4890933646616154,0.48507545988223844,-0.0040179047793769684,0.5113429427146912,0.5098346471786499,-0.0015082955360412598,-0.8215005701737131,-0.2949675081137921
query,12,0.4890933646616154,0.5251405716424176,0.03604720698080216,0.5113429427146912,0.5415072441101074,0.03016430139541626,7.370209776970051,5.899035437015257
query,13,0.4890933646616154,0.5383188774761922,0.04922551281457682,0.5113429427146912,0.5458739995956421,0.03453105688095093,10.06464539723086,6.753013290381495
query,14,0.4890933646616154,0.5037731423320175,0.014679777670402128,0.5113429427146912,0.5222886204719543,0.010945677757263184,3.001426461910497,2.140574718632703
query,15,0.4890933646616154,0.483139198694989,-0.005954165966626401,0.5113429427146912,0.5083127021789551,-0.003030240535736084,-1.2173884163703297,-0.5926043526969799
