batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,2.066535711288452,0.8125,0.05046059936285019,0.5515316724777222,0.2076198011636734,0.8201531171798706,0.02500000037252903,0.8574636541306973
