epoch,train_mse,val_mse,val_mae,lr
1,0.27358011604976357,0.39580537358139734,0.4718492329120636,0.0001
2,0.21325433216033837,0.42664061290562566,0.4919382631778717,0.0001
3,0.19574058884877796,0.45135922933010253,0.5100982189178467,0.0001
4,0.1845408031990478,0.4722137169323122,0.5214270353317261,0.0001
5,0.17667008201188603,0.46752926893102104,0.5215284824371338,0.0001
6,0.16966930323547416,0.4349393339066252,0.5021575093269348,0.0001
