group_type,group_size,group_label,unit_ids,baseline_mse,mse_without_group,delta_mse,delta_mse_ratio_pct,baseline_mae,mae_without_group,delta_mae,delta_mae_ratio_pct
topk,1,top1,2,0.32531186744708385,0.5531548073571219,0.227842939910038,70.03831175851572,0.38561031222343445,0.4573995769023895,0.07178926467895508,18.61705001223053
random,1,random1_rep1,5,0.32531186744708385,0.380788884540766,0.055477017093682135,17.053487021252366,0.38561031222343445,0.4317365884780884,0.04612627625465393,11.961888671671973
random,1,random1_rep2,0,0.32531186744708385,0.5512316808207757,0.22591981337369182,69.44714779286083,0.38561031222343445,0.4618893563747406,0.07627904415130615,19.781380770519366
random,1,random1_rep3,0,0.32531186744708385,0.5512316808207757,0.22591981337369182,69.44714779286083,0.38561031222343445,0.4618893563747406,0.07627904415130615,19.781380770519366
random,1,random1_rep4,5,0.32531186744708385,0.380788884540766,0.055477017093682135,17.053487021252366,0.38561031222343445,0.4317365884780884,0.04612627625465393,11.961888671671973
random,1,random1_rep5,2,0.32531186744708385,0.5531548073571219,0.227842939910038,70.03831175851572,0.38561031222343445,0.4573995769023895,0.07178926467895508,18.61705001223053
random,1,random1_rep6,1,0.32531186744708385,0.42235639080508475,0.0970445233580009,29.831227529314294,0.38561031222343445,0.443489134311676,0.05787882208824158,15.00966656065588
random,1,random1_rep7,1,0.32531186744708385,0.42235639080508475,0.0970445233580009,29.831227529314294,0.38561031222343445,0.443489134311676,0.05787882208824158,15.00966656065588
random,1,random1_rep8,1,0.32531186744708385,0.42235639080508475,0.0970445233580009,29.831227529314294,0.38561031222343445,0.443489134311676,0.05787882208824158,15.00966656065588
random,1,random1_rep9,5,0.32531186744708385,0.380788884540766,0.055477017093682135,17.053487021252366,0.38561031222343445,0.4317365884780884,0.04612627625465393,11.961888671671973
random,1,random1_rep10,0,0.32531186744708385,0.5512316808207757,0.22591981337369182,69.44714779286083,0.38561031222343445,0.4618893563747406,0.07627904415130615,19.781380770519366
random,1,random1_rep11,5,0.32531186744708385,0.380788884540766,0.055477017093682135,17.053487021252366,0.38561031222343445,0.4317365884780884,0.04612627625465393,11.961888671671973
random,1,random1_rep12,5,0.32531186744708385,0.380788884540766,0.055477017093682135,17.053487021252366,0.38561031222343445,0.4317365884780884,0.04612627625465393,11.961888671671973
random,1,random1_rep13,4,0.32531186744708385,0.3853942521656358,0.06008238471855193,18.46916474030112,0.38561031222343445,0.41703683137893677,0.03142651915550232,8.14981294828361
random,1,random1_rep14,0,0.32531186744708385,0.5512316808207757,0.22591981337369182,69.44714779286083,0.38561031222343445,0.4618893563747406,0.07627904415130615,19.781380770519366
random,1,random1_rep15,4,0.32531186744708385,0.3853942521656358,0.06008238471855193,18.46916474030112,0.38561031222343445,0.41703683137893677,0.03142651915550232,8.14981294828361
random,1,random1_rep16,3,0.32531186744708385,0.39523610115636304,0.0699242337092792,21.49452285833171,0.38561031222343445,0.43325331807136536,0.04764300584793091,12.355220889509066
random_mean,1,random1_mean,,0.32531186744708385,0.44344498320293396,0.11813311575585012,36.3138045601936,0.38561031222343445,0.4413396455347538,0.05572933331131935,14.452241432544486
topk,2,top2,2 0,0.32531186744708385,0.7790746249034829,0.45376275745639905,139.48546083404392,0.38561031222343445,0.5336791276931763,0.14806881546974182,38.39856216914298
random,2,random2_rep1,0 6,0.32531186744708385,0.7484690986797385,0.4231572312326547,130.07740373980874,0.38561031222343445,0.5982168912887573,0.21260657906532288,55.13508646577172
