batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,1.807239055633545,0.875,0.03383569046854973,0.5114989876747131,0.24109777808189392,0.8508157730102539,0.05000000074505806,0.6092221960425377
