batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,3.433169364929199,1.0,0.07529503852128983,0.14948654174804688,0.4237598478794098,0.7855582237243652,0.03333333507180214,0.6779547687619925
