batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,3.1879091262817383,0.4375,0.21735292673110962,0.8097937107086182,0.18870005011558533,0.9875090718269348,0.40833333134651184,0.9314894936978817
