batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,4.38237190246582,0.3125,0.46023982763290405,0.5419596433639526,0.5493716597557068,0.9990317821502686,0.46666666865348816,0.8743752539157867
