unit_type,unit_id,baseline_mse,mse_without_unit,delta_mse,baseline_mae,mae_without_unit,delta_mae,delta_mse_ratio_pct,delta_mae_ratio_pct
query,0,0.49314192987066496,0.5015582405116762,0.008416310641011227,0.5122395157814026,0.5116698741912842,-0.0005696415901184082,1.7066710679456014,-0.11120610038244333
query,1,0.49314192987066496,0.5052426808081378,0.01210075093747287,0.5122395157814026,0.5132527947425842,0.0010132789611816406,2.4538069477577182,0.19781350910343587
query,2,0.49314192987066496,0.5100196120232412,0.016877682152576234,0.5122395157814026,0.525454580783844,0.013215065002441406,3.4224796413078686,2.579860513549469
query,3,0.49314192987066496,0.5113713757132823,0.01822944584261732,0.5122395157814026,0.5250821113586426,0.01284259557723999,3.6965921448614822,2.5071465948208003
query,4,0.49314192987066496,0.4939757259627137,0.0008337960920487553,0.5122395157814026,0.5126960277557373,0.0004565119743347168,0.1690783203665997,0.08912080389548326
query,5,0.49314192987066496,0.5113486869230557,0.01820675705239072,0.5122395157814026,0.5259032249450684,0.013663709163665771,3.6919912807182627,2.667445353727208
query,6,0.49314192987066496,0.5060330477067835,0.012891117836118515,0.5122395157814026,0.5136842727661133,0.0014447569847106934,2.6140786364484225,0.2820471557151872
query,7,0.49314192987066496,0.5114115972854799,0.01826966741481495,0.5122395157814026,0.5234249234199524,0.011185407638549805,3.7047483306898052,2.1836284187265163
query,8,0.49314192987066496,0.5047559716650575,0.011614041794392516,0.5122395157814026,0.5126025080680847,0.0003629922866821289,2.35511139712628,0.0708637806141132
query,9,0.49314192987066496,0.5108835593932771,0.017741629522612157,0.5122395157814026,0.5253040790557861,0.013064563274383545,3.5976720793677406,2.5504793894032236
query,10,0.49314192987066496,0.5121164348742152,0.018974505003550246,0.5122395157814026,0.5218755602836609,0.0096360445022583,3.847676268072893,1.881159927218592
query,11,0.49314192987066496,0.5113974612455721,0.018255531374907097,0.5122395157814026,0.5254998803138733,0.013260364532470703,3.701881805040372,2.58870394101527
query,12,0.49314192987066496,0.4941062569342915,0.0009643270636265355,0.5122395157814026,0.5093910694122314,-0.0028484463691711426,0.1955475706313286,-0.5560770462672998
query,13,0.49314192987066496,0.5101728506093763,0.017030920738711375,0.5122395157814026,0.5256497859954834,0.01341027021408081,3.453553572939545,2.6179687042738076
query,14,0.49314192987066496,0.5079636112647024,0.01482168139403739,0.5122395157814026,0.5156763195991516,0.0034368038177490234,3.0055609746923433,0.6709368785237713
query,15,0.49314192987066496,0.5019845653660854,0.008842635495420414,0.5122395157814026,0.511054277420044,-0.0011852383613586426,1.7931218093216186,-0.23138362520716602
