batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,2.5478386878967285,0.3125,0.32209646701812744,0.8903344869613647,0.07636018097400665,0.9876629114151001,0.4749999940395355,0.5326927928254008
