pairwise_cosine_similarity
0.46218792
0.67525387
0.73973966
0.91357428
0.78490174
-0.23318914
0.14858423
0.88559818
0.71976936
-0.31757873
0.36008489
-0.33473927
0.56348699
-0.19431084
0.78090924
0.46218792
0.12638474
0.18934309
0.26661214
0.42396116
0.08513711
0.03525868
0.44054785
0.27837431
-0.22876272
0.13231643
0.05335415
0.48351720
-0.43858328
0.53465509
0.67525387
0.12638474
0.90819621
0.82623047
0.54082805
0.24601674
0.40853122
0.47411308
0.72755337
0.26020229
0.55423743
0.21738684
0.19577904
0.43882361
0.42224732
0.73973966
0.18934309
0.90819621
0.78731859
0.75925249
0.29328352
0.07792313
0.62545127
0.91780138
-0.00117683
0.76516414
0.22885585
0.10928191
0.22946545
0.60355234
0.91357428
0.26661214
0.82623047
0.78731859
0.60848683
-0.22759899
0.35908386
0.74175709
0.62749815
-0.06956773
0.27743217
-0.29471675
0.57905436
0.09536939
0.58034927
0.78490174
0.42396116
0.54082805
0.75925249
0.60848683
0.20817149
-0.19366895
0.86245167
0.89952534
-0.38232765
0.73282170
0.05000927
0.16863893
-0.22629167
0.95668405
-0.23318914
0.08513711
0.24601674
0.29328352
-0.22759899
0.20817149
-0.01012166
-0.21598054
0.35970330
0.42113876
0.68228513
0.97502494
-0.48010233
0.39869869
0.10034014
0.14858423
0.03525868
0.40853122
0.07792313
0.35908386
-0.19366895
-0.01012166
-0.13730086
-0.15352911
0.74411124
-0.25103858
0.00458630
0.46657375
0.61403507
-0.13150895
0.88559818
0.44054785
0.47411308
0.62545127
0.74175709
0.86245167
-0.21598054
-0.13730086
0.68459553
-0.51869857
0.35620973
-0.34520102
0.46661329
-0.37151483
0.88238156
0.71976936
0.27837431
0.72755337
0.91780138
0.62749815
0.89952534
0.35970330
-0.15352911
0.68459553
-0.21132590
0.89187634
0.25778738
-0.02953199
0.00158880
0.75456595
-0.31757873
-0.22876272
0.26020229
-0.00117683
-0.06956773
-0.38232765
0.42113876
0.74411124
-0.51869857
-0.21132590
-0.03487401
0.47258669
0.05549978
0.90878850
-0.43274659
0.36008489
0.13231643
0.55423743
0.76516414
0.27743217
0.73282170
0.68228513
-0.25103858
0.35620973
0.89187634
-0.03487401
0.59925026
-0.33318979
0.14046179
0.55010337
-0.33473927
0.05335415
0.21738684
0.22885585
-0.29471675
0.05000927
0.97502494
0.00458630
-0.34520102
0.25778738
0.47258669
0.59925026
-0.51711351
0.42932734
-0.07241699
0.56348699
0.48351720
0.19577904
0.10928191
0.57905436
0.16863893
-0.48010233
0.46657375
0.46661329
-0.02953199
0.05549978
-0.33318979
-0.51711351
-0.03291346
0.29041889
-0.19431084
-0.43858328
0.43882361
0.22946545
0.09536939
-0.22629167
0.39869869
0.61403507
-0.37151483
0.00158880
0.90878850
0.14046179
0.42932734
-0.03291346
-0.35043484
0.78090924
0.53465509
0.42224732
0.60355234
0.58034927
0.95668405
0.10034014
-0.13150895
0.88238156
0.75456595
-0.43274659
0.55010337
-0.07241699
0.29041889
-0.35043484
