batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,2.723215103149414,0.8125,0.060694243758916855,0.28487399220466614,0.4039134085178375,0.7912093997001648,0.05000000074505806,0.8015465624630451
