pairwise_cosine_similarity
0.99723625
-0.92395890
-0.57245976
0.98967600
-0.82248807
0.99911988
0.95374912
0.99036342
-0.93465960
0.71866322
-0.93341678
0.98847544
-0.91975182
0.99448621
0.99369180
0.99723625
-0.89618397
-0.52059090
0.97694814
-0.78458405
0.99483418
0.96816349
0.99249393
-0.90776044
0.75775093
-0.90641111
0.97475314
-0.89160693
0.98442858
0.98296225
-0.92395890
-0.89618397
0.82325166
-0.96519291
0.97620159
-0.92772067
-0.77178580
-0.87678832
0.99704272
-0.40658602
0.99380308
-0.96646744
0.99910051
-0.95408303
-0.95848721
-0.57245976
-0.52059090
0.82325166
-0.66088229
0.90630490
-0.58603966
-0.31140661
-0.50425267
0.81346786
0.14010392
0.81822443
-0.67055893
0.83546698
-0.63584566
-0.64589399
0.98967600
0.97694814
-0.96519291
-0.66088229
-0.88705152
0.99074900
0.90858907
0.96664900
-0.97233528
0.62791723
-0.96981543
0.99945945
-0.96124649
0.99904197
0.99938297
-0.82248807
-0.78458405
0.97620159
0.90630490
-0.88705152
-0.82661676
-0.61943787
-0.75413078
0.96391410
-0.20486030
0.95783991
-0.88838637
0.97752815
-0.86787230
-0.87505275
0.99911988
0.99483418
-0.92772067
-0.58603966
0.99074900
-0.82661676
0.95049548
0.99175441
-0.93971866
0.71115261
-0.94001454
0.99071246
-0.92406702
0.99545741
0.99474686
0.95374912
0.96816349
-0.77178580
-0.31140661
0.90858907
-0.61943787
0.95049548
0.97630060
-0.79326802
0.89380634
-0.79333651
0.90647829
-0.76494735
0.92408431
0.91975331
0.99036342
0.99249393
-0.87678832
-0.50425267
0.96664900
-0.75413078
0.99175441
0.97630060
-0.89543927
0.78243035
-0.89850712
0.96783090
-0.87376606
0.97624689
0.97443104
-0.93465960
-0.90776044
0.99704272
0.81346786
-0.97233528
0.96391410
-0.93971866
-0.79326802
-0.89543927
-0.43893987
0.99854708
-0.97499675
0.99787539
-0.96290904
-0.96657884
0.71866322
0.75775093
-0.40658602
0.14010392
0.62791723
-0.20486030
0.71115261
0.89380634
0.78243035
-0.43893987
-0.43985790
0.62350148
-0.39631650
0.65709454
0.64765906
-0.93341678
-0.90641111
0.99380308
0.81822443
-0.96981543
0.95783991
-0.94001454
-0.79333651
-0.89850712
0.99854708
-0.43985790
-0.97379971
0.99525928
-0.96118850
-0.96493214
0.98847544
0.97475314
-0.96646744
-0.67055893
0.99945945
-0.88838637
0.99071246
0.90647829
0.96783090
-0.97499675
0.62350148
-0.97379971
-0.96328396
0.99851233
0.99905640
-0.91975182
-0.89160693
0.99910051
0.83546698
-0.96124649
0.97752815
-0.92406702
-0.76494735
-0.87376606
0.99787539
-0.39631650
0.99525928
-0.96328396
-0.95002574
-0.95463830
0.99448621
0.98442858
-0.95408303
-0.63584566
0.99904197
-0.86787230
0.99545741
0.92408431
0.97624689
-0.96290904
0.65709454
-0.96118850
0.99851233
-0.95002574
0.99975765
0.99369180
0.98296225
-0.95848721
-0.64589399
0.99938297
-0.87505275
0.99474686
0.91975331
0.97443104
-0.96657884
0.64765906
-0.96493214
0.99905640
-0.95463830
0.99975765
