batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,2.687835693359375,0.625,0.1336708962917328,0.06976315379142761,0.8764219284057617,0.9956158995628357,0.3916666805744171,0.7101427279412746
