batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,2.5540733337402344,1.0,0.014605609700083733,0.10004184395074844,0.3817640244960785,0.5386276245117188,0.01666666753590107,0.4979391370434314
