batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,2.1688265800476074,1.0,0.005804077722132206,0.05208795145153999,0.4162292778491974,0.6398829817771912,0.0,0.8288631290197372
