batch_index,mean_attention_entropy,top1_unique_ratio,mean_attention_overlap_offdiag,mean_post_query_similarity_offdiag,std_post_query_similarity_offdiag,p90_post_query_similarity_offdiag,collapse_ratio_post_query_similarity_ge_0_9,mean_topk_pre_similarity
0,2.673980712890625,0.8125,0.08260983973741531,0.08093233406543732,0.8689714670181274,0.9920802712440491,0.38333332538604736,0.5822649176698178
