group_type,group_size,group_label,unit_ids,baseline_mse,mse_without_group,delta_mse,delta_mse_ratio_pct,baseline_mae,mae_without_group,delta_mae,delta_mae_ratio_pct
topk,1,top1,9,0.607654408790498,0.6619642121549567,0.054309803364458675,8.937613646638274,0.5612656474113464,0.5900376439094543,0.02877199649810791,5.126270711704752
random,1,random1_rep1,3,0.607654408790498,0.6021027879544274,-0.0055516208360706365,-0.9136148369466826,0.5612656474113464,0.5621013641357422,0.000835716724395752,0.14889860590082807
random,1,random1_rep2,0,0.607654408790498,0.6264010927280708,0.018746683937572728,3.0850897593069306,0.5612656474113464,0.5710834860801697,0.009817838668823242,1.7492320640154622
random,1,random1_rep3,8,0.607654408790498,0.641783471367651,0.03412906257715298,5.616525130638805,0.5612656474113464,0.5743725895881653,0.013106942176818848,2.335247531586926
random,1,random1_rep4,7,0.607654408790498,0.6019198282623952,-0.005734580528102828,-0.943724005807378,0.5612656474113464,0.5620363354682922,0.0007706880569458008,0.13731252937006683
random,1,random1_rep5,7,0.607654408790498,0.6019198282623952,-0.005734580528102828,-0.943724005807378,0.5612656474113464,0.5620363354682922,0.0007706880569458008,0.13731252937006683
random,1,random1_rep6,4,0.607654408790498,0.6013143906761262,-0.006340018114371793,-1.043359189476012,0.5612656474113464,0.561667263507843,0.00040161609649658203,0.07155543873901858
random,1,random1_rep7,3,0.607654408790498,0.6021027879544274,-0.0055516208360706365,-0.9136148369466826,0.5612656474113464,0.5621013641357422,0.000835716724395752,0.14889860590082807
random,1,random1_rep8,2,0.607654408790498,0.6178538455148217,0.010199436724323663,1.678493001412607,0.5612656474113464,0.5699214339256287,0.008655786514282227,1.5421906817572393
random,1,random1_rep9,13,0.607654408790498,0.6156020701344515,0.007947661343953416,1.307924575051268,0.5612656474113464,0.5684278607368469,0.007162213325500488,1.2760826105310108
random,1,random1_rep10,1,0.607654408790498,0.6238245814694543,0.016170172678956263,2.661080450505096,0.5612656474113464,0.570024847984314,0.00875920057296753,1.5606158355435553
random,1,random1_rep11,0,0.607654408790498,0.6264010927280708,0.018746683937572728,3.0850897593069306,0.5612656474113464,0.5710834860801697,0.009817838668823242,1.7492320640154622
random,1,random1_rep12,2,0.607654408790498,0.6178538455148217,0.010199436724323663,1.678493001412607,0.5612656474113464,0.5699214339256287,0.008655786514282227,1.5421906817572393
random,1,random1_rep13,6,0.607654408790498,0.6191972603561146,0.011542851565616519,1.8995750542799346,0.5612656474113464,0.571178138256073,0.009912490844726562,1.7660961240804016
random,1,random1_rep14,7,0.607654408790498,0.6019198282623952,-0.005734580528102828,-0.943724005807378,0.5612656474113464,0.5620363354682922,0.0007706880569458008,0.13731252937006683
random,1,random1_rep15,0,0.607654408790498,0.6264010927280708,0.018746683937572728,3.0850897593069306,0.5612656474113464,0.5710834860801697,0.009817838668823242,1.7492320640154622
random,1,random1_rep16,6,0.607654408790498,0.6191972603561146,0.011542851565616519,1.8995750542799346,0.5612656474113464,0.571178138256073,0.009912490844726562,1.7660961240804016
random_mean,1,random1_mean,,0.607654408790498,0.615362191516863,0.0077077827263649645,1.2684484165443435,0.5612656474113464,0.5675158686935902,0.006250221282243729,1.1135941262521272
topk,2,top2,9 8,0.607654408790498,0.7002879015017327,0.09263349271123467,15.244436865950899,0.5612656474113464,0.6040960550308228,0.04283040761947632,7.631040277810964
random,2,random2_rep1,3 13,0.607654408790498,0.6100504530494814,0.002396044258983321,0.3943103554127933,0.5612656474113464,0.569264829158783,0.007999181747436523,1.425204229820607
random,2,random2_rep2,9 14,0.607654408790498,0.6914209461927965,0.08376653740229845,13.78522663384127,0.5612656474113464,0.6066979169845581,0.04543226957321167,8.094610775263567
random,2,random2_rep3,8 12,0.607654408790498,0.6639367923932042,0.05628238360270621,9.262235703141386,0.5612656474113464,0.5889283418655396,0.027662694454193115,4.9286277508303264
