unit_type,unit_id,baseline_mse,mse_without_unit,delta_mse,baseline_mae,mae_without_unit,delta_mae,delta_mse_ratio_pct,delta_mae_ratio_pct
query,0,0.607654408790498,0.6264010927280708,0.018746683937572728,0.5612656474113464,0.5710834860801697,0.009817838668823242,3.0850897593069306,1.7492320640154622
query,1,0.607654408790498,0.6238245814694543,0.016170172678956263,0.5612656474113464,0.570024847984314,0.00875920057296753,2.661080450505096,1.5606158355435553
query,2,0.607654408790498,0.6178538455148217,0.010199436724323663,0.5612656474113464,0.5699214339256287,0.008655786514282227,1.678493001412607,1.5421906817572393
query,3,0.607654408790498,0.6021027879544274,-0.0055516208360706365,0.5612656474113464,0.5621013641357422,0.000835716724395752,-0.9136148369466826,0.14889860590082807
query,4,0.607654408790498,0.6013143906761262,-0.006340018114371793,0.5612656474113464,0.561667263507843,0.00040161609649658203,-1.043359189476012,0.07155543873901858
query,5,0.607654408790498,0.6246024521614058,0.016948043370907717,0.5612656474113464,0.5728407502174377,0.011575102806091309,2.7890924719269043,2.0623216224755017
query,6,0.607654408790498,0.6191972603561146,0.011542851565616519,0.5612656474113464,0.571178138256073,0.009912490844726562,1.8995750542799346,1.7660961240804016
query,7,0.607654408790498,0.6019198282623952,-0.005734580528102828,0.5612656474113464,0.5620363354682922,0.0007706880569458008,-0.943724005807378,0.13731252937006683
query,8,0.607654408790498,0.641783471367651,0.03412906257715298,0.5612656474113464,0.5743725895881653,0.013106942176818848,5.616525130638805,2.335247531586926
query,9,0.607654408790498,0.6619642121549567,0.054309803364458675,0.5612656474113464,0.5900376439094543,0.02877199649810791,8.937613646638274,5.126270711704752
query,10,0.607654408790498,0.6169950519161467,0.00934064312564864,0.5612656474113464,0.5711441040039062,0.009878456592559814,1.537163721767553,1.7600322838429454
query,11,0.607654408790498,0.6359455536612187,0.028291144870720708,0.5612656474113464,0.5760324597358704,0.014766812324523926,4.655795212122733,2.630984524463772
query,12,0.607654408790498,0.6291324082271607,0.02147799943666262,0.5612656474113464,0.5753345489501953,0.014068901538848877,3.5345747724291794,2.506638630697793
query,13,0.607654408790498,0.6156020701344515,0.007947661343953416,0.5612656474113464,0.5684278607368469,0.007162213325500488,1.307924575051268,1.2760826105310108
query,14,0.607654408790498,0.6369097782062327,0.0292553694157347,0.5612656474113464,0.5779099464416504,0.016644299030303955,4.814474970068245,2.965493987930728
query,15,0.607654408790498,0.6166843155583939,0.009029906767895834,0.5612656474113464,0.5708457827568054,0.009580135345458984,1.4860267015702817,1.706880759519884
